name,calories,proteins,lipids,carbs,fibers,userId,
Inghetata Koloroki Algida,90,0,1,21,0,admin,
Inghetata la cornet cu cacao Cornetto Algida,270,4,13,34,0,admin,
Inghetata la cornet cu cacao Rodeo moment Kpi Kpi,287,4,15,35,0,admin,
Inghetata la cornet cu cacao si vanilie Rodeo Classic Kpi Kpi,273,4,14,34,0,admin,
Inghetata la cornet cu ciocolata Topgun,283,4,13,38,0,admin,
Inghetata la cornet cu gust de ciocolata Ballino,274,3,11,39,0,admin,
Inghetata la cornet cu vanilie Rodeo moment Kpi Kpi,280,4,14,35,0,admin,
Inghetata la cornet Mini Topgun Nestle,353,4,19,42,0,admin,
Inghetata la cornet PinaColada Top Gun,243,2,10,37,0,admin,
Inghetata la cornet premium caramel si ciocolata Gelatelli Superb,283,3,15,34,0,admin,
Inghetata la cornet vanilie si ciocolata Joe,255,5,11,35,0,admin,
Inghetata lamaie & frisca Cors,123,0,2,24,0,admin,
Inghetata lamaie si mure Napoca,130,1,2,28,0,admin,
Inghetata lemon pie Carte D'Or,165,2,4,29,0,admin,
Inghetata Lion Nestle,335,3,18,40,1,admin,
Inghetata Magnum Black Espresso,300,4,19,28,0,admin,
Inghetata malaga Lido Betty Ice,150,3,6,22,0,admin,
Inghetata malaga Toledo Betty Ice,150,3,6,22,0,admin,
Inghetata Martinel Top Gel,284,4,20,23,0,admin,
Inghetata Master of taste cookie dough Mcennedy Lidl,264,4,14,29,0,admin,
Inghetata Maxibon Pops Nestle,348,4,25,28,0,admin,
Inghetata Mc Flurry cu toping ciocolata Lion King McDonalds,224,4,8,35,0,admin,
Inghetata menta si ciocolata mint&chocolate La Strada,218,3,6,27,0,admin,
Inghetata Milka Choco Crisps,321,4,39,16,1,admin,
Inghetata mini coco vanilla Plus,401,4,25,41,0,admin,
Inghetata mini cu frisca si ciocolata Carrefour,174,4,8,22,1,admin,
Inghetata mini white Napoca,306,3,21,27,0,admin,
Inghetata mousse ciocolata Napolat,171,3,8,22,0,admin,
Inghetata Nestea fructe de padure Nestle,89,0,0,22,0,admin,
Inghetata Nestle Hello Kitty,156,2,6,24,0,admin,
Inghetata New Ice cacao si portocale Amicii,184,1,6,30,0,admin,
Inghetata Nirvana brownies si sirop ciocolata,234,5,11,30,0,admin,
Inghetata Nirvana cu caramel si nuci pecan,267,4,15,29,0,admin,
Inghetata Nirvana cu ciocolata si cirese,205,4,9,28,0,admin,
Inghetata nuca de cocos Vitasia,197,3,9,26,1,admin,
Inghetata Oreo,203,4,8,30,0,admin,
Inghetata Orsetto Betty Ice,152,3,5,25,2,admin,
Inghetata Panda Napoca,150,2,6,22,0,admin,
Inghetata pe bat cacao Moana Betty Ice,173,2,9,20,0,admin,
Inghetata pe bat cacao si alune Moana Lux Betty Ice,126,3,4,20,0,admin,
Inghetata pe bat cacao si vanilie invelita in ciocolata Hi-Fi Kpi Kpi,260,4,17,25,0,admin,
Inghetata pe bat cu menta Napoca ,291,3,20,24,0,admin,
Inghetata pe bat cu vanilie invelita in ciocolata cu alunie En'Or Ballino,334,4,21,32,0,admin,
inghetata pe bat de vanilie cu glazura de ciocolata Ballino,318,5,21,28,0,admin,
Inghetata pe bat fructe de padure Moana Betty Ice,148,2,5,24,0,admin,
Inghetata pe bat lemon-vanilla Quickly Betty Ice,203,2,3,42,0,admin,
Inghetata pe bat Mini King Special Romanza Plus,342,4,21,34,0,admin,
Inghetata pe bat Nestea berries,92,0,0,23,0,admin,
Inghetata pe bat orange-vanilla Quickyly Betty Ice,203,2,3,42,0,admin,
Inghetata pe bat vanilie Moana Betty Ice,177,2,9,22,0,admin,
Inghetata pe bat zmeura-vanilla Quickyly Betty Ice,203,2,3,42,0,admin,
Inghetata pepene galben Betty Ice,158,2,6,24,0,admin,
Inghetata pepene verde Pirulo watermelon Nestle,91,0,1,21,0,admin,
Inghetata Pianola Orange Gelatelli Lidl,88,0,0,22,0,admin,
Inghetata piersici Nestea,97,0,0,24,0,admin,
Inghetata pinacolada Bambino Topgel,158,2,5,25,0,admin,
Inghetata Pink Magnum,320,3,23,27,0,admin,
Inghetata Premium Napoca,307,4,21,25,0,admin,
Inghetata profiterol Aloma,191,4,5,33,0,admin,
Inghetata quark chocolate Stilla dolce,178,3,9,22,0,admin,
Inghetata Rios Gigant Mini Quartett,366,5,24,32,2,admin,
Inghetata Rom Autentic,290,3,21,23,0,admin,
Inghetata ROM autentic Napolact,480,4,24,62,0,admin,
Inghetata Rom autentick stick Napoca,274,3,18,25,0,admin,
Inghetata Sandwich Alpin,292,5,11,44,1,admin,
Inghetata sandwich cacao Joe,254,3,13,32,0,admin,
Inghetata sandwich cacao Squash Betty Ice,150,3,6,22,0,admin,
Inghetata sandwich classic Rios,267,4,16,27,0,admin,
Inghetata Sandwich Top Gel,220,3,12,26,0,admin,
Inghetata sandwich vanilie si biscuiti de cacao Squash Betty Ice,253,5,8,41,1,admin,
Inghetata sandwich vanilie Squash Betty Ice,150,3,6,22,0,admin,
Inghetata Sandy cu sirop de capsuni Burger King,147,4,4,23,0,admin,
Inghetata Scarisoara Napoca,150,2,5,22,0,admin,
Inghetata Scufita Rosie Napolact,225,2,12,27,0,admin,
Inghetata serbet de lamaie Tonito,130,0,0,32,0,admin,
Inghetata Snickers,349,7,21,32,0,admin,
Inghetata sorbet fructul pasiunii Delhaize,151,1,0,37,1,admin,
Inghetata Starburst,102,1,0,19,0,admin,
Inghetata stracciatella Kaufland,226,2,12,27,1,admin,
Inghetata strawberry and cream Ballino,167,3,7,24,0,admin,
Inghetata struguri Premium Napoca,300,4,19,29,0,admin,
Inghetata Super Ice cacao Ice Dyp,170,5,8,20,0,admin,
Inghetata tiramisu ananas New Ice Amicii,179,2,6,30,0,admin,
Inghetata tiramisu Delhaize,198,2,7,30,0,admin,
Inghetata tiramisu KFC,241,3,28,13,0,admin,
Inghetata TopGun Cookie,355,4,20,39,0,admin,
Inghetata Triple Chocolate Carte D'Or,210,4,10,27,0,admin,
Inghetata Twister Green Algida,110,1,2,23,0,admin,
Inghetata Twister Green Max Algida,107,1,1,22,0,admin,
Inghetata Twix,343,5,20,36,0,admin,
Inghetata Ursul Polar Betty Ice,156,3,3,29,0,admin,
Inghetata vafa cacao Auchan,161,2,8,21,0,admin,
Inghetata vafa cacao Ballino Lidl,151,2,7,21,0,admin,
Inghetata vafa cacao Betty Ice,118,3,3,20,0,admin,
Inghetata vafa cacao Joe,224,5,9,31,0,admin,
Inghetata vafa Choco Cicom,152,2,7,19,0,admin,
Inghetata vafa cu aroma de frisca Arlechino,184,4,8,25,0,admin,
Inghetata vafa de ciocolata Alpin,191,3,8,27,0,admin,
Inghetata vafa de vanilie cu capsuni Joe,184,4,5,31,0,admin,
Inghetata vafa Ice Dyp,170,5,7,20,0,admin,
Inghetata vafa Napoca,142,4,6,18,0,admin,
Inghetata vafa Premium cacao Top Gel,275,4,17,26,0,admin,
Inghetata vafa vanilie Amicii,166,2,7,23,0,admin,
Inghetata vafa vanilie Ballino Lidl,149,2,7,21,0,admin,
Inghetata vafa vanilie Betty Ice,118,3,3,20,0,admin,
Inghetata vanilie 365,206,2,3,42,0,admin,
Inghetata vanilie Armony Betty Ice,150,3,6,22,0,admin,
Inghetata vanilie Belcanto Betty Ice,150,3,6,22,0,admin,
Inghetata vanilie Big Milk Algida,136,3,5,20,0,admin,
Inghetata vanilie cu cacao Domani Choco Class,159,13,6,12,0,admin,
Inghetata vanilie cu caramel KFC,239,3,31,12,0,admin,
Inghetata vanilie cu glazura ciocolata alba White Magnum Algida,300,4,18,31,0,admin,
Inghetata vanilie cu glazura ciocolata Clasic Magnum Algida,300,4,19,29,0,admin,
Inghetata vanilie cu glazura ciocolata si Migdale Almond Magnum Algida,330,5,21,30,0,admin,
Inghetata vanilie cu glazura de ciocolata Choco Sticks K-Classic,302,3,23,22,1,admin,
Inghetata vanilie cu glazura de ciocolata si arahide Amicii de Lux,318,3,23,24,0,admin,
Inghetata vanilie cu sirop de cacao si biscuiti Aloma,219,4,7,31,1,admin,
Inghetata vanilie cu toping ciocolata Verity Betty Ice,123,2,3,22,0,admin,
Inghetata vanilie cu toping de cacao Top Gel,166,2,6,26,0,admin,
Inghetata vanilie dietetica Betty Ice Lido,106,6,6,10,0,admin,
Inghetata vanilie Haagen-Dazs,225,4,15,18,0,admin,
Inghetata vanilie Horeca,180,2,8,24,0,admin,
Inghetata vanilie la cornet Mini Cono Eistar,401,4,25,41,0,admin,
Inghetata vanilie Lido Betty Ice,150,3,6,22,0,admin,
Inghetata vanilie Minuto Betty Ice,123,2,3,21,0,admin,
Inghetata vanilie Napoca White Napolact,311,3,22,25,0,admin,
Inghetata vanilie Sahara Top Gel,174,2,8,23,0,admin,
Inghetata vanilie si cacao Anamaria Ice Dyp,170,3,7,20,0,admin,
Inghetata vanilie si capsuni Big Milk Algida ,140,2,5,22,0,admin,
Inghetata vanilie si capsuni Carte D'Or,170,3,6,27,1,admin,
Inghetata vanilie si ciocolata Viennetta Algida ,260,4,16,24,0,admin,
Inghetata vanilie Toledo Betty Ice,150,3,6,22,0,admin,
Inghetata vanilie Topgun,278,4,13,36,0,admin,
Inghetata vanilie vafa Joe,215,4,9,29,0,admin,
Inghetata vanilie Viennetta Algida,250,3,16,25,0,admin,
Inghetata vanilla & chocolate Magnum,243,3,11,33,0,admin,
Inghetata vegetala Valsoia,177,2,5,31,0,admin,
Inghetata waffa la cornet Diany,186,3,6,30,0,admin,
Inghetata Waves Of Pleasure Nirvana,315,4,15,40,3,admin,
Inghtata sorbet cu mango Delhaize,123,1,1,29,1,admin,
Inima de miel,120,17,6,0,0,admin,
Inima de palmier Palmharten,36,3,1,4,0,admin,
Inima de porc,148,24,5,0,0,admin,
Inima de pui,153,16,9,1,0,admin,
Inima de vita,165,29,5,0,0,admin,
Inimi anghinare in apa cu aid citric Kings Crown,59,2,0,12,4,admin,
Inimi pui eco Grasten,120,16,7,0,0,admin,
Inlocuitor branza Viotros Violife,130,21,3,4,0,admin,
Inlocuitor cafea din orz Orzoro Nestle,26,0,0,6,0,admin,
Inlocuitor cafea solobila Cafeluta din cereale cu cicoare Solaris,353,4,0,77,0,admin,
Inlocuitor de cafea din cereale Breakfast,351,6,0,82,8,admin,
Inlocuitor lapte cafea Coffee Mate Nestle,548,2,35,57,0,admin,
Inlocuitor lapte pudra pentru cafea Coffeeta,517,1,73,24,0,admin,
Instant Noodles Mammita,442,9,18,61,0,admin,
Inulina supliment pak Redis,120,0,0,97,90,admin,
Iso Whey Pro Nutrition,396,82,4,8,0,admin,
Izolat proteic din soia Supliment Pak Redis,404,91,4,1,0,admin,
Izolat proteit din soia Redis,379,92,3,1,1,admin,
Jambon afumat 365,170,24,8,1,0,admin,
Jambon afumat Cobourg Delfin,142,26,4,1,0,admin,
Jambon Ardelenesc Aldis,345,22,27,1,0,admin,
Jambon artisanal natur Delifin ,116,21,3,1,1,admin,
Jambon Auchan,156,20,8,1,0,admin,
Jambon copt Mega Image,115,21,3,1,0,admin,
Jambon crud afumat Speck Zimbo,208,24,12,1,0,admin,
Jambon crud uscat Auvergne Cora,229,27,13,1,0,admin,
Jambon crud uscat Camara Noastra Lidl,202,22,12,1,1,admin,
Jambon crud uscat Carrefour,249,23,18,1,1,admin,
Jambon curcan Aldis,172,13,13,2,0,admin,
Jambon curcan Matache Macelaru,97,19,1,2,0,admin,
Jambon de curcan Aldi R,65,14,1,1,0,admin,
Jambon din piept de curcan Angst,91,19,1,1,0,admin,
Jambon fiert 365 Mega Image,109,22,2,1,1,admin,
Jambon fiert extra Espina,95,19,2,1,0,admin,
Jambon light Ifantis,90,18,2,1,0,admin,
Jambon Padurea Neagra Reinert,226,24,14,1,0,admin,
Jambon porc Angst,115,20,4,1,0,admin,
Jambon porc Dulano,108,19,3,1,0,admin,
Jambon porc la conserva Zwan,119,17,5,2,0,admin,
Jambon prefiert Aldi,129,20,5,1,1,admin,
Jambon presat,95,19,2,1,0,admin,
Jambon presat porc Aldis,226,12,22,3,0,admin,
Jambon rustic Cris-Tim,172,21,10,1,0,admin,
Jambon Serrano Dia ,246,32,13,1,0,admin,
Jambon Serrano Dll,248,32,14,0,0,admin,
Jambon Serrano feliat Auchan,286,31,18,1,0,admin,
Jambon Serrano Sol Mar,232,30,12,1,0,admin,
Jambon spaniol jamon serrano Reallvale,216,30,10,1,0,admin,
Jambon taranesc Abraham,218,22,14,1,0,admin,
Jambon traditional Cris-Tim,120,21,4,0,0,admin,
Jambon Twinner,108,19,3,1,1,admin,
Jambonel piept de pui Agricola,89,17,2,0,0,admin,
Jeleuri acrisoare de fructe Ufo Plus,333,6,0,75,0,admin,
Jeleuri capsuni Silvana,330,4,0,78,1,admin,
Jeleuri cu aroma de mure si zmeura Silvana,350,3,0,85,0,admin,
Jeleuri cu arome de capsuni si portocale invelite in ciocolata cu lapte Africana,360,1,6,75,1,admin,
Jeleuri cu gust de cola Mega Image Delhaize,332,5,0,78,0,admin,
Jeleuri de fructe Ufo Plus,330,5,0,76,0,admin,
Jeleuri de ghimbir Sanovita,366,0,0,90,2,admin,
Jeleuri fructe Haribo,340,7,0,79,0,admin,
Jeleuri gumate cu capsuni JellyMania Babyfruct Sugus,327,4,65,77,1,admin,
Jeleuri Jelli Fruit,333,0,0,83,0,admin,
Jeleuri Jelly Mania,330,5,0,64,0,admin,
Jeleuri Juicy Fruits Sugar land,334,5,0,77,0,admin,
Jeleuri paianjeni Sugus,321,6,0,73,0,admin,
Jeleuri saure apfel Sugarland,336,5,0,78,0,admin,
Jeleuri sticlute cola Sugus,335,6,0,76,0,admin,
Julienne cu bureti si hribi Hortex,23,2,1,2,1,admin,
Jumari,823,12,83,0,0,admin,
Jumari traditionale Poiana Marului,560,37,46,0,0,admin,
Kaiser afumat Poiana Alpinia,319,17,28,0,0,admin,
Kaiser afumat vid 365,249,15,21,1,0,admin,
Kaiser Aldis,412,15,38,0,0,admin,
Kaiser Fox,148,18,8,1,1,admin,
Kaiser Sergiana ,422,14,39,3,0,admin,
Kaize afumat Auchan,330,15,30,0,0,admin,
Kaizer,303,26,21,0,0,admin,
Kaizer afumat Cris-Tim,251,18,19,1,0,admin,
Kaizer afumat Mega Image,249,15,21,1,0,admin,
Kaizer Carrefour,424,15,40,1,0,admin,
Kaizer Lindenhof,271,15,22,1,0,admin,
Kaizer real,330,15,30,1,0,admin,
Kaizer taranesc Pikok,303,17,29,0,0,admin,
Kaizer Unicarm,217,17,16,1,0,admin,
Kaizer vid Elit,196,16,14,1,0,admin,
Kaizer vid Koket,296,16,26,1,0,admin,
Kaki,70,1,0,19,4,admin,
Kefir (slab),34,3,0,5,0,admin,
Kefir 15% Muller,46,4,2,4,0,admin,
Kefir 1% Alba,36,3,1,4,0,admin,
Kefir 1% JLC,41,3,1,5,0,admin,
Kefir 25% Big Panda,51,3,2,4,0,admin,
Kefir 25% Boni,61,3,3,4,0,admin,
Kefir 25% JLC,51,3,3,4,0,admin,
Kefir 28% Lacteea,59,3,3,5,0,admin,
Kefir 33% Bueno,59,3,3,4,0,admin,
Kefir 33% Paco,61,3,3,5,0,admin,
Kefir 35% Milfina,61,3,4,4,0,admin,
Kefir 35% Napolact,62,4,4,4,0,admin,
Kefir 36% Paulact,61,3,4,4,0,admin,
Kefir 3.5% Unicarm,58,3,4,4,0,admin,
Kefir bio 3% Olympus,55,3,3,4,0,admin,
Kefir bio Andechser,44,3,2,4,0,admin,
Kefir caucazian Clever,52,3,3,4,0,admin,
Kefir caucazian Milli,58,3,3,4,0,admin,
Kefir cremos 15% Pilos,46,3,2,5,0,admin,
Kefir de capra 35% LaColline,61,4,4,4,0,admin,
Kefir din lapte de capra LactiQ,252,3,4,4,0,admin,
Kefir din lapte de oaie 38% Artesana,69,4,4,5,0,admin,
Kefir din lapte de vaca 35% Artesana,63,3,4,5,0,admin,
Kefir Light 01% Monor,32,4,0,4,0,admin,
Kefir light 01% Paco,33,3,0,5,1,admin,
Kefir Monor,57,3,3,4,0,admin,
Kefir Rustic 3% Buni Gospodari,56,3,3,4,0,admin,
Kefir Sim,61,3,4,4,0,admin,
Kefir Zott,45,3,1,5,0,admin,
Kefir Zuzu,58,3,3,5,0,admin,
Ketchup,109,2,0,24,0,admin,
Ketchup Bavaria Hellmann's,105,2,0,24,1,admin,
Ketchup dulce Gustile,101,1,0,24,0,admin,
Ketchup dulce Olympia,49,1,0,11,0,admin,
Ketchup dulce Regal,77,1,0,19,0,admin,
Ketchup Ligeresa,60,1,0,11,1,admin,
Ketchup picant Heinz Hot,104,1,0,24,0,admin,
Ketchup picant Regal,80,1,0,19,1,admin,
Ketchup usor picant Bavaria Hellman's,103,1,0,24,0,admin,
Kinder Bueno white,571,9,36,53,1,admin,
Kirsch Grutze cu crema de vanilie si visine Dr. Oetker,113,2,2,23,1,admin,
Kiwano,25,1,0,3,1,admin,
Kiwi,61,1,1,15,3,admin,
Kiwi deshidratat Orlando's,326,5,2,66,10,admin,
Kiwi organic Waitrose,59,1,1,11,3,admin,
Kumquat proaspat,71,2,1,16,1,admin,
L- carnitine 1100 Dymatize,80,0,0,27,0,admin,
L-Carnitina lichida Now Foods,107,0,0,27,0,admin,
L-Carnitine lichida 3000 mg Now Foods,100,0,20,33,0,admin,
Lamaie,29,1,0,9,3,admin,
Languste gatite,87,18,1,0,0,admin,
Lapte 01% Big Panda,30,3,0,4,0,admin,
Lapte 01% degresat Zuzu,31,3,0,5,0,admin,
Lapte 01% Dorna,32,3,0,5,0,admin,
Lapte 01% Kaufland,31,3,0,5,0,admin,
Lapte 01% Napolact,32,3,0,5,0,admin,
Lapte 01% Oke,30,3,0,5,0,admin,
Lapte 01% Premium Unicarm,31,3,0,5,0,admin,
Lapte 01% UHT 365 Delhaize,33,3,0,5,0,admin,
Lapte 02% Asturiana,34,3,0,5,0,admin,
Lapte 03% cu cacao Ole Ole Brenac,64,3,0,12,0,admin,
Lapte 03% grasime Pascual,35,3,0,5,0,admin,
Lapte 05% Ollingegaard eco,41,4,1,5,0,admin,
lapte 05% Pilos,37,3,1,5,0,admin,
Lapte 05% UHT Milli,35,3,1,5,0,admin,
Lapte 13% cu fibre Asturiana,49,3,1,5,4,admin,
Lapte 14% cu cacao Monor,73,3,1,11,0,admin,
Lapte 14% cu gust de banane Muller,76,3,1,13,0,admin,
Lapte 14% cu gust de vanilie Muller,79,4,1,13,0,admin,
Lapte 15 % Albalact,44,3,2,5,0,admin,
Lapte 15 fara lactoza Zuzu,44,3,2,5,0,admin,
Lapte 15% Aro,44,3,2,5,0,admin,
Lapte 15% Big Panda,46,3,2,5,0,admin,
Lapte 15% bio Naturmaelk,50,4,2,5,0,admin,
Lapte 15% Boni,44,3,2,5,0,admin,
Lapte 15% Buna Dimineata,44,3,2,5,0,admin,
Lapte 15% Carm Olimp,44,3,2,5,0,admin,
Lapte 15% Casa Buna Danone,43,3,2,4,0,admin,
Lapte 15% Clever Billa,44,3,2,5,0,admin,
Lapte 15% cu Omega3 Milli,43,3,2,5,0,admin,
Lapte 15% eco Naturmaelk,45,4,2,5,0,admin,
Lapte 15% grasime Real,47,3,2,5,0,admin,
Lapte 15% JLC,44,3,2,5,0,admin,
Lapte 15% Madeta,45,3,2,5,0,admin,
Lapte 15% Meggle,45,3,2,5,0,admin,
Lapte 15% Melkovita,44,3,2,5,0,admin,
Lapte 15% Milli,43,3,2,5,0,admin,
Lapte 15% Mizo Bio Farm,44,3,2,5,0,admin,
lapte 15% Monor,43,3,2,4,0,admin,
Lapte 15% Natura,47,3,2,5,0,admin,
Lapte 15% Oke,43,3,2,5,0,admin,
Lapte 15% Oly Olympus,45,3,2,5,0,admin,
Lapte 15% Pilos,44,3,2,5,0,admin,
Lapte 15% Poiana Florilor,44,3,2,5,0,admin,
Lapte 15% Premio Unicarm,44,3,2,5,0,admin,
Lapte 15% Prodlacta,44,3,2,5,0,admin,
Lapte 15% Raraul,44,3,2,5,0,admin,
Lapte 15% Sapte Munti,43,3,2,5,0,admin,
Lapte 15% Tnuva,44,3,2,4,0,admin,
Lapte 15% UHT Pilos,45,3,2,5,0,admin,
Lapte 15% Viam,44,3,2,5,0,admin,
Lapte 155 % Asturiana,45,3,2,5,0,admin,
Lapte 16% fara lactoza Kaiku,38,3,2,3,0,admin,
Lapte 16% Sterilgarda,48,3,2,5,0,admin,
Lapte 18 %Dodo,49,3,2,5,0,admin,
Lapte 18% Bonas,48,3,2,5,0,admin,
Lapte 18% Carm Olimp,47,3,2,5,0,admin,
Lapte 18% Panda,45,3,2,4,0,admin,
Lapte 1.5% Kaufland,44,3,2,5,0,admin,
Lapte 1.5% Lactag,45,3,2,5,0,admin,
Lapte 22% Omega 3 Puleva,55,4,2,5,0,admin,
Lapte 25% JLC,52,3,3,5,0,admin,
Lapte 28% + 6 vitamine LaDorna,56,3,3,5,0,admin,
Lapte 2% Pilos,50,3,2,5,0,admin,
Lapte 2% Quebon,52,4,2,5,0,admin,
Lapte 2% Trans Gigel,47,3,2,5,0,admin,
Lapte 32% Alba,58,3,3,5,0,admin,
Lapte 35 % Prado Verde,65,3,4,5,0,admin,
Lapte 35% Alipende,61,3,4,4,0,admin,
Lapte 35% Boni,62,3,4,5,0,admin,
Lapte 35% Brenac,63,3,4,5,0,admin,
Lapte 35% Cedra Napolact,62,3,4,4,0,admin,
Lapte 35% Clever Billa,62,3,4,5,0,admin,
Lapte 35% Edeka,65,3,4,5,0,admin,
Lapte 35% grasime Real,64,3,4,5,0,admin,
Lapte 35% Grifo,64,3,4,5,0,admin,
Lapte 35% JLC,61,3,4,5,0,admin,
Lapte 35% Milli,60,3,4,5,0,admin,
Lapte 35% Monor,61,3,4,4,0,admin,
Lapte 35% Natura,62,3,4,5,0,admin,
Lapte 35% Oly Olympus,63,3,4,5,0,admin,
Lapte 35% Pilos,63,4,4,5,0,admin,
Lapte 35% Premio Unicarm,62,3,4,5,0,admin,
Lapte 35% Prodlacta,62,3,4,5,0,admin,
Lapte 35% Raraul,62,3,4,5,0,admin,
Lapte 35% UHT Everyday,64,3,4,5,0,admin,
Lapte 35% UHT Milblu,62,3,4,5,0,admin,
Lapte 35% UHT Muller,64,4,4,5,0,admin,
Lapte 36 % Ram,64,3,4,5,0,admin,
Lapte 36% Asturiana,63,3,4,5,0,admin,
Lapte 36% Intero Coop,65,3,4,5,0,admin,
Lapte acru 4% MilkMark,64,3,4,4,0,admin,
Lapte batut,66,3,4,5,0,admin,
Lapte batut 01% Paco Fit,33,3,0,5,1,admin,
Lapte batut 16% Brenac,47,3,2,5,2,admin,
Lapte batut 1% Muller,38,3,1,4,0,admin,
Lapte batut 1% Pilos,36,3,1,4,0,admin,
Lapte batut 2 % natural Almsana,48,3,2,4,0,admin,
Lapte batut 2 % No. 1 Carrefour,49,3,2,5,0,admin,
Lapte batut 28% Dorolact,65,3,3,4,0,admin,
Lapte batut 2% Clever,49,3,2,5,0,admin,
Lapte batut 2% Covalact,45,3,2,4,0,admin,
Lapte batut 2% Danone,49,4,2,4,0,admin,
Lapte batut 2% EcoFarm Mandruta,47,3,2,4,0,admin,
Lapte batut 2% Five Continents,46,3,2,4,0,admin,
Lapte batut 2% Gusturi Romanesti,46,3,2,4,0,admin,
Lapte batut 2% Lacteea,48,3,2,4,0,admin,
Lapte batut 2% Mamy's,48,3,2,4,0,admin,
Lapte batut 2% Milkcom,48,3,2,4,0,admin,
Lapte batut 2% Monor,51,3,2,4,0,admin,
Lapte batut 2% Mugura,48,3,2,4,0,admin,
Lapte batut 2% Napolact,48,4,2,4,0,admin,
Lapte batut 2% Napolact Pur si Simplu,46,3,2,4,0,admin,
Lapte batut 2% Paco,50,3,2,5,0,admin,
Lapte batut 2% Pilos,47,3,2,4,0,admin,
Lapte batut 2% Sanlacta,54,4,2,4,0,admin,
Lapte batut 2% Sim ,64,3,2,4,0,admin,
Lapte Batut 2% Unicarm,47,3,2,4,0,admin,
Lapte batut 2% Vio,47,3,2,4,0,admin,
lapte batut Albalact,49,3,2,5,0,admin,
Lapte batut Big Panda,47,3,2,4,0,admin,
Lapte batut Bucovina,50,3,2,5,0,admin,
Lapte batut capra CapriLact,49,4,2,4,0,admin,
Lapte batut Casa Buna Danone,43,3,2,4,0,admin,
Lapte batut InterAgro,40,3,2,3,0,admin,
Lapte batut light Big Panda,30,3,0,4,0,admin,
Lapte batut Mandra 18%,38,4,2,4,0,admin,
Lapte batut Milli,49,4,2,4,0,admin,
Lapte batut Natura,48,2,2,4,0,admin,
Lapte batut Tnuva,50,4,2,4,0,admin,
Lapte batut Zuzu,48,3,2,5,0,admin,
Lapte bio 15% fara lactoza Söbbeke,46,3,2,5,0,admin,
Lapte bio 15% Mega Image,45,3,2,5,0,admin,
Lapte bio 15% Schwarzwaldmilch,46,3,2,5,0,admin,
Lapte Bio 1.5% Napolact,45,3,2,5,0,admin,
Lapte bio 3.8% Napolact,65,3,4,5,0,admin,
Lapte cacao si rom Zuzu,70,3,1,11,0,admin,
Lapte cafea 12% Hochwald,136,3,12,4,0,admin,
Lapte cafea Arla,60,4,3,5,0,admin,
Lapte cafea Irish Cream Milram,182,3,10,21,0,admin,
Lapte cafea Naturmaelk eco.,45,4,2,5,0,admin,
Lapte Cedra Napolact 15%,44,3,2,5,0,admin,
Lapte cocos bio Dr Antonio Martins Billa ,19,1,0,4,1,admin,
Lapte cocos Thai Delhaze,180,2,18,3,1,admin,
Lapte cocos Vitasia,210,2,21,3,1,admin,
Lapte cocos Vitasia Lidl,210,2,21,3,0,admin,
Lapte concentrat Auchan,331,8,9,55,0,admin,
lapte concentrat fara zahar Cora,132,6,8,10,0,admin,
Lapte condensat 10% Delaco,118,3,10,4,0,admin,
Lapte condensat 10% Kaffeesahne,182,2,10,21,0,admin,
Lapte condensat 10% pentru cafea Meggle,140,3,10,4,0,admin,
Lapte condensat 8 5% Gustiar,320,5,9,56,0,admin,
Lapte condensat 9% Vian,331,9,9,54,0,admin,
Lapte condensat Maresi,125,6,8,8,0,admin,
Lapte condensat Pilos,132,6,8,10,0,admin,
Lapte consum 15% 365,44,3,2,5,0,admin,
Lapte consum 15% Auchan,45,3,2,5,0,admin,
Lapte covasit 33% Covalact,53,3,3,3,0,admin,
Lapte cu aroma de ciocolata Muller,76,4,2,12,0,admin,
Lapte cu aroma de fistic si cocos Muller,76,3,1,13,0,admin,
Lapte cu cacao,66,4,1,11,0,admin,
Lapte cu cacao si gust de ciocolata,66,3,2,10,0,admin,
Lapte cu cacao si gust de ciocolata 15% Zuzu,66,3,2,10,0,admin,
Lapte cu cacao Tnuva,91,3,4,12,0,admin,
Lapte cu suc de fructe si biscuiti Fulga,75,3,1,14,0,admin,
Lapte cu suc de portocale si ananas Fulga,27,1,0,6,0,admin,
Lapte cu suc multi-fruct Fulga,27,1,0,6,0,admin,
Lapte de baut 32% UHT Winny,54,2,3,5,0,admin,
Lapte de bivolita,116,6,9,5,0,admin,
Lapte de cafea Laura,119,3,10,4,0,admin,
Lapte de capra,70,4,4,5,0,admin,
Lapte de capra 3.5% Olympus,62,3,4,5,0,admin,
lapte de capra 4% Vultureni,68,3,4,5,0,admin,
Lapte de capra batut Covalact,47,3,2,4,0,admin,
Lapte de capra bio Andechser,61,3,3,4,0,admin,
Lapte de capra bio Bioland,61,3,3,4,0,admin,
Lapte de capra Camara Noastra,65,3,4,5,0,admin,
Lapte de cocos,230,2,24,6,2,admin,
Lapte de cocos Auchan,189,1,19,2,0,admin,
Lapte de cocos bio Biothemis Mega Image,171,1,18,2,0,admin,
Lapte de cocos bio Rinatura,165,2,17,2,0,admin,
Lapte de cocos Biona,171,2,17,3,1,admin,
Lapte de cocos Blue Dragon,152,2,15,3,0,admin,
Lapte de cocos Cora,197,2,19,5,0,admin,
Lapte de cocos Lite Thai Choice,67,1,6,3,0,admin,
